2023/1/6,22:16:48,IRDCSG,320/320
2023/1/6,22:16:48,vi_irdc,576/1024
2023/1/6,22:16:48,IRDC_Share,339/384
2023/1/7,14:33:22,IRDCSG,64/320
2023/1/7,14:33:22,vi_irdc,576/1024
2023/1/7,14:33:22,IRDC_Share,131/384
2023/1/7,22:00:27,IRDCSG,64/320
2023/1/7,22:00:27,vi_irdc,512/1024
2023/1/7,22:00:27,IRDC_Share,83/384
2023/1/8,10:49:39,IRDCSG,64/320
2023/1/8,10:49:39,vi_irdc,448/1024
2023/1/8,10:49:39,IRDC_Share,75/384
2023/1/8,14:00:21,IRDCSG,64/320
2023/1/8,14:00:21,vi_irdc,448/1024
2023/1/8,14:00:21,IRDC_Share,75/384
2023/1/8,22:00:23,IRDCSG,64/320
2023/1/8,22:00:23,vi_irdc,384/1024
2023/1/8,22:00:23,IRDC_Share,75/384
2023/1/9,14:00:23,IRDCSG,320/320
2023/1/9,14:00:23,vi_irdc,576/1024
2023/1/9,14:00:23,IRDC_Share,74/384
2023/1/9,18:00:27,IRDCSG,320/320
2023/1/9,18:00:27,vi_irdc,768/1024
2023/1/9,18:00:27,IRDC_Share,155/384
2023/1/9,22:00:21,IRDCSG,320/320
2023/1/9,22:00:21,vi_irdc,768/1024
2023/1/9,22:00:21,IRDC_Share,181/384
2023/1/10,10:00:26,IRDCSG,320/320
2023/1/10,10:00:26,vi_irdc,704/1024
2023/1/10,10:00:26,IRDC_Share,78/384
2023/1/10,14:00:22,IRDCSG,320/320
2023/1/10,14:00:22,vi_irdc,704/1024
2023/1/10,14:00:22,IRDC_Share,64/384
2023/1/10,18:00:23,IRDCSG,320/320
2023/1/10,18:00:23,vi_irdc,896/1024
2023/1/10,18:00:23,IRDC_Share,118/384
2023/1/10,22:00:20,IRDCSG,320/320
2023/1/10,22:00:20,vi_irdc,896/1024
2023/1/10,22:00:20,IRDC_Share,102/384
2023/1/11,10:00:21,IRDCSG,320/320
2023/1/11,10:00:21,vi_irdc,896/1024
2023/1/11,10:00:21,IRDC_Share,118/384
2023/1/11,22:00:20,IRDCSG,256/320
2023/1/11,22:00:20,vi_irdc,832/1024
2023/1/11,22:00:20,IRDC_Share,145/384
2023/1/12,14:00:26,IRDCSG,320/320
2023/1/12,14:00:26,vi_irdc,1024/1024
2023/1/12,14:00:26,IRDC_Share,212/384
2023/1/12,18:00:24,IRDCSG,320/320
2023/1/12,18:00:24,vi_irdc,1024/1024
2023/1/12,18:00:24,IRDC_Share,201/384
2023/1/12,22:00:19,IRDCSG,192/320
2023/1/12,22:00:19,vi_irdc,1024/1024
2023/1/12,22:00:19,IRDC_Share,185/384
